m0:1uM_M0:0.3uM_L0:1000 X	m0:1uM_M0:0.3uM_L0:1000 Y	m0:1uM_M0:0.3uM_L0:1000 X	m0:1uM_M0:0.3uM_L0:1000 Y	m0:1uM_M0:0.3uM_L0:1000 X	m0:1uM_M0:0.3uM_L0:1000 Y	m0:2uM_M0:0.3uM_L0:1000 X	m0:2uM_M0:0.3uM_L0:1000 Y	m0:2uM_M0:0.3uM_L0:1000 X	m0:2uM_M0:0.3uM_L0:1000 Y	m0:2uM_M0:0.3uM_L0:1000 X	m0:2uM_M0:0.3uM_L0:1000 Y	m0:3uM_M0:0.3uM_L0:1000 X	m0:3uM_M0:0.3uM_L0:1000 Y	m0:3uM_M0:0.3uM_L0:1000 X	m0:3uM_M0:0.3uM_L0:1000 Y	m0:3uM_M0:0.3uM_L0:1000 X	m0:3uM_M0:0.3uM_L0:1000 Y	m0:5uM_M0:0.3uM_L0:1000 X	m0:5uM_M0:0.3uM_L0:1000 Y	m0:5uM_M0:0.3uM_L0:1000 X	m0:5uM_M0:0.3uM_L0:1000 Y	m0:5uM_M0:0.3uM_L0:1000 X	m0:5uM_M0:0.3uM_L0:1000 Y	m0:10uM_M0:0.3uM_L0:1000 X	m0:10uM_M0:0.3uM_L0:1000 Y	m0:10uM_M0:0.3uM_L0:1000 X	m0:10uM_M0:0.3uM_L0:1000 Y	m0:10uM_M0:0.3uM_L0:1000 X	m0:10uM_M0:0.3uM_L0:1000 Y	m0:20uM_M0:0.3uM_L0:1000 X	m0:20uM_M0:0.3uM_L0:1000 Y	m0:20uM_M0:0.3uM_L0:1000 X	m0:20uM_M0:0.3uM_L0:1000 Y	m0:20uM_M0:0.3uM_L0:1000 X	m0:20uM_M0:0.3uM_L0:1000 Y	m0:30uM_M0:0.3uM_L0:1000 X	m0:30uM_M0:0.3uM_L0:1000 Y	m0:30uM_M0:0.3uM_L0:1000 X	m0:30uM_M0:0.3uM_L0:1000 Y	m0:30uM_M0:0.3uM_L0:1000 X	m0:30uM_M0:0.3uM_L0:1000 Y	m0:50uM_M0:0.3uM_L0:1000 X	m0:50uM_M0:0.3uM_L0:1000 Y	m0:50uM_M0:0.3uM_L0:1000 X	m0:50uM_M0:0.3uM_L0:1000 Y	m0:50uM_M0:0.3uM_L0:1000 X	m0:50uM_M0:0.3uM_L0:1000 Y
24.88889	0.9567161	24.88889	1.0149157	24.88889	0.9882942	24.88889	1.0035529	24.88889	0.9897285	24.88889	0.96963036																																				
25.11111	0.9737361	25.11111	1.0025772	25.11111	0.9922842			25.11111	1.0174043	25.11111	0.95917326																																				
25.333334	0.9839489	25.333334	0.9857616	25.333334	0.9639131			25.333334	0.9966465	25.333334	0.9658956																																				
25.555555	0.9708184	25.555555	1.0130926	25.555555	0.94086504			25.555555	0.9862698	25.555555	0.9502106																																				
25.777779	0.9606063	25.777779	1.0093066	25.777779	0.96435636			25.777779	1.0014362	25.777779	0.9625343																																				
26	0.9606063	26	0.99921316	26	0.97809803			26	1.0118151	26	0.97224486																																				
26.222221	0.99416226			26.222221	0.99982107			26.222221	0.9977108	26.222221	0.9909209																																				
26.444445	0.9839489			26.444445	0.97898465			26.444445	0.98653585	26.444445	0.960667																																				
26.666666	1.0223732			26.666666	0.97898465			26.666666	1.0192674	26.666666	0.97971493																																				
26.88889	1.0014578			26.88889	0.97765476			26.88889	0.99371964	26.88889	0.9890531																																				
27.11111	1.0160496			27.11111	0.9727785			27.11111	0.9955821	27.11111	0.995777																																				
27.333334	1.0252918			27.333334	0.9798713			27.333334	1.0110166	27.333334	1.0118413																																				
27.555555	1.0184819			27.555555	0.9984911					27.555555	1.015951																																				
27.777779	1.0170225			27.777779	0.9860776					27.777779	1.0129622																																				
				28	1.031746					28	1.0144566																																				
				28.222221	1.031746					28.222221	1.0286549																																				
				28.444445	1.0131224																																										
				28.666666	1.0295289																																										
