X	Kar2011_Fig3B_10-6uM.txt: 10.6 uM Q37	Kar2011_Fig3B_12-8uM.txt: 12.8 uM Q37	Kar2011_Fig3B_15-9uM.txt: 15.9 uM Q37	Kar2011_Fig3B_16-6uM.txt: 16.6 uM Q37	Kar2011_Fig3B_22uM.txt: 22 uM Q37	Kar2011_Fig3B_32-4uM.txt: 32.4 uM Q37	Kar2011_Fig3B_36-3uM.txt: 36.3 uM Q37	Kar2011_Fig3B_38-3uM.txt: 38.3 uM Q37	Kar2011_Fig3B_60-8uM.txt: 60.8 uM Q37	Kar2011_Fig3B_81-6uM.txt: 81.6 uM Q37
665258.236895	0.987446408535	0.99830650094	0.999889026287	0.999938800214	0.999999225718	0.999999999619	0.999999999974	0.999999999993	1.0	1.0
674651.901468	0.989313857321	0.99860637783	0.999912097952	0.999951907054	0.999999425554	0.999999999745	0.999999999983	0.999999999996	1.0	1.0
684045.56604	0.990913268821	0.998853655421	0.999930381087	0.999962210146	0.999999573817	0.999999999829	0.999999999989	0.999999999997	1.0	1.0
693439.230613	0.992280861348	0.999057424624	0.999944867021	0.999970308202	0.999999683817	0.999999999885	0.999999999993	0.999999999998	1.0	1.0
702832.895185	0.993448479967	0.999225241579	0.999956342646	0.999976672424	0.999999765427	0.999999999923	0.999999999995	0.999999999999	1.0	1.0
712226.559758	0.994444002393	0.999363376906	0.999965432331	0.99998167355	0.999999825973	0.999999999948	0.999999999997	0.999999999999	1.0	1.0
721620.224331	0.995291737549	0.999477027172	0.99997263132	0.999985603199	0.999999870892	0.999999999965	0.999999999998	1.0	1.0	1.0
731013.888903	0.996012807647	0.999570493535	0.999978332316	0.999988690708	0.999999904217	0.999999999977	0.999999999999	1.0	1.0	1.0
740407.553476	0.99662550767	0.999647332135	0.999982846637	0.999991116399	0.999999928941	0.999999999984	0.999999999999	1.0	1.0	1.0
749801.218048	0.997145638508	0.999710480275	0.999986421022	0.999993022031	0.999999947283	0.99999999999	0.999999999999	1.0	1.0	1.0
759194.882621	0.997586811836	0.999762362025	0.999989250992	0.999994519032	0.999999960891	0.999999999993	1.0	1.0	1.0	1.0
768588.547193	0.99796072624	0.999804976361	0.999991491454	0.999995694979	0.999999970986	0.999999999995	1.0	1.0	1.0	1.0
777982.211766	0.998277415091	0.999839970595	0.99999326512	0.999996618694	0.999999978475	0.999999999997	1.0	1.0	1.0	1.0
787375.876339	0.99854546738	0.999868701421	0.999994669185	0.999997344258	0.999999984031	0.999999999998	1.0	1.0	1.0	1.0
796769.540911	0.998772223174	0.999892285589	0.999995780627	0.999997914161	0.999999988153	0.999999999999	1.0	1.0	1.0	1.0
806163.205484	0.99896394563	0.999911641905	0.999996660403	0.999998361788	0.999999991211	0.999999999999	1.0	1.0	1.0	1.0
815556.870056	0.999125971636	0.999927525996	0.999997356782	0.999998713368	0.99999999348	0.999999999999	1.0	1.0	1.0	1.0
824950.534629	0.999262843147	0.999940559064	0.99999790798	0.999998989504	0.999999995163	1.0	1.0	1.0	1.0	1.0
834344.199202	0.999378421267	0.999951251623	0.999998344255	0.999999206383	0.999999996412	1.0	1.0	1.0	1.0	1.0
843737.863774	0.999475984999	0.999960023105	0.999998689563	0.999999376719	0.999999997338	1.0	1.0	1.0	1.0	1.0
853131.528347	0.999558316469	0.999967218018	0.999998962865	0.999999510498	0.999999998025	1.0	1.0	1.0	1.0	1.0
862525.192919	0.999627774285	0.999973119264	0.999999179175	0.999999615566	0.999999998535	1.0	1.0	1.0	1.0	1.0
871918.857492	0.999686356534	0.999977959106	0.999999350375	0.999999698083	0.999999998913	1.0	1.0	1.0	1.0	1.0
881312.522064	0.999735754759	0.999981928203	0.999999485871	0.999999762889	0.999999999194	1.0	1.0	1.0	1.0	1.0
890706.186637	0.999777400128	0.999985183032	0.999999593108	0.999999813785	0.999999999402	1.0	1.0	1.0	1.0	1.0
900099.85121	0.999812502863	0.999987851998	0.999999677978	0.999999853757	0.999999999556	1.0	1.0	1.0	1.0	1.0
909493.515782	0.999842085846	0.999990040461	0.999999745148	0.999999885149	0.999999999671	1.0	1.0	1.0	1.0	1.0
918887.180355	0.999867013242	0.999991834857	0.999999798307	0.999999909802	0.999999999756	1.0	1.0	1.0	1.0	1.0
928280.844927	0.999888014836	0.999993306095	0.999999840379	0.999999929164	0.999999999819	1.0	1.0	1.0	1.0	1.0
937674.5095	0.999905706711	0.999994512335	0.999999873675	0.99999994437	0.999999999866	1.0	1.0	1.0	1.0	1.0
