m0:7uM_M0:0_L0:10000 X	m0:7uM_M0:0_L0:10000 Y	m0:6uM_M0:0_L0:10000 X	m0:6uM_M0:0_L0:10000 Y	m0:5uM_M0:0_L0:10000 X	m0:5uM_M0:0_L0:10000 Y	m0:4uM_M0:0_L0:10000 X	m0:4uM_M0:0_L0:10000 Y	m0:3uM_M0:0_L0:10000 X	m0:3uM_M0:0_L0:10000 Y	m0:2uM_M0:0_L0:10000 X	m0:2uM_M0:0_L0:10000 Y
16.5	0.990936953	16.5	0.988700936	16.5	0.987144477	16.5	0.994751643	16.5	0.963891709	16.5	0.950148371
16.5	0.991416139	16.5	0.994990982	16.5	0.984904516	16.5	0.985440015	16.5	0.969379651	16.5	0.956516163
16.5	0.990658098	16.5	0.998114535	16.5	0.988555435	16.5	0.981371859	16.5	0.968493772	16.5	0.969142495
16.5	0.999341371	16.5	0.986146843	16.5	0.983902425	16.5	0.987588037	16.5	0.971658382	16.5	0.943363665
16.5	0.987100436	16.5	0.99285895	16.5	0.988507678	16.5	0.983411867	16.5	0.969958246	16.5	0.972904935
16.75	0.996780601	16.75	0.988861221	16.75	0.990590395	16.75	0.98354453	16.75	0.970564072	16.75	0.897351835
16.75	0.995234306	16.75	0.985472941	16.75	0.986857733	16.75	0.98773702	16.75	0.963679054	16.75	0.92976382
16.75	0.988225785	16.75	0.989330788	16.75	0.984758292	16.75	0.977067912	16.75	0.952202706	16.75	0.954076717
16.75	0.990943579	16.75	0.991441284	16.75	0.981678949	16.75	0.982180628	16.75	0.978361353	16.75	0.928349172
16.75	0.994938357	16.75	0.988569535	16.75	0.987343505	16.75	0.982321596	16.75	0.968069501	16.75	0.960273627
16.75	0.997246484	16.75	0.982529886	16.75	0.983751465	16.75	0.98705884	16.75	0.978240863	16.75	0.924079253
16.75	0.988828074	16.75	0.993134683	16.75	0.987557203	16.75	0.976868747	16.75	0.980576887	16.75	0.973662377
17	0.996175475	17	0.989521817	17	0.993253318	17	0.987294013	17	0.964210656	17	0.913724387
17	0.994055504	17	0.987263857	17	0.988082218	17	0.994012846	17	0.965207928	17	0.961091275
17	0.993603774	17	0.987665183	17	0.988521729	17	0.982201684	17	0.98818681	17	0.973309792
17	0.995238662	17	0.993345857	17	0.998621904	17	0.980723613	17	0.976376336	17	0.962680212
17	0.994583013	17	0.996379015	17	0.994521543	17	0.981472977	17	0.977563895	17	0.996262497
17	0.991666178	17	0.985294234	17	0.987681534	17	0.989526282	17	0.983145222	17	0.971628103
17	0.992442822	17	0.994561194	17	0.982720637	17	0.981648297	17	0.973299614	17	0.989128527
17.25	0.997155746	17.25	0.995464373	17.25	0.993650769	17.25	0.997126051	17.25	0.969183679	17.25	0.955469729
17.25	0.998669421	17.25	0.992172295	17.25	0.992662578	17.25	0.996455768	17.25	0.977990719	17.25	0.941158179
17.25	0.99547323	17.25	0.993684124	17.25	0.989832645	17.25	0.995287433	17.25	0.966704908	17.25	0.945658108
17.25	0.995370232	17.25	0.997259166	17.25	0.9912727	17.25	0.988606872	17.25	0.986626462	17.25	0.953687932
17.25	0.999921716	17.25	0.999927729	17.25	0.996689448	17.25	0.983555485	17.25	0.975543233	17.25	0.914122539
17.25	0.996544607	17.25	0.996328331	17.25	0.992559185	17.25	0.994598602	17.25	0.985251	17.25	0.953640922
17.25	0.995382463	17.25	0.998032228	17.25	0.990549626	17.25	0.98126648	17.25	0.982923484	17.25	0.968855323
17.5	0.990982975	17.5	0.985410191	17.5	0.987641736	17.5	0.980002051	17.5	0.959434317	17.5	0.945130437
17.5	0.990209643	17.5	0.98520762	17.5	0.985975337	17.5	0.980508844	17.5	0.951876851	17.5	0.919050398
17.5	0.982093511	17.5	0.985370169	17.5	0.98532517	17.5	0.970143751	17.5	0.969771538	17.5	0.950818636
17.5	0.984701422	17.5	0.988775906	17.5	0.988228782	17.5	0.976159689	17.5	0.957455554	17.5	0.929724295
17.5	0.988120087	17.5	0.99009574	17.5	0.988396106	17.5	0.981236398	17.5	0.967391956	17.5	0.958476751
17.5	0.985777355	17.5	0.981710089	17.5	0.977320076	17.5	0.979039758	17.5	0.976793675	17.5	0.906939942
17.5	0.986647834	17.5	0.981136353	17.5	0.98592509	17.5	0.980184459	17.5	0.974438868	17.5	0.972918461
17.75	0.990565422	17.75	0.991702254	17.75	0.987840461	17.75	0.992921577	17.75	0.975798738	17.75	0.953255026
17.75	0.987942961	17.75	0.990587739	17.75	0.990922297	17.75	0.990838381	17.75	0.975612753	17.75	0.931531046
17.75	0.992835316	17.75	0.993093997	17.75	0.99201645	17.75	0.989170936	17.75	0.979335073	17.75	0.960947934
17.75	0.993307938	17.75	0.995222174	17.75	0.991838644	17.75	0.990243733	17.75	0.964366288	17.75	0.975348229
17.75	0.993003359	17.75	0.983610927	17.75	0.988931658	17.75	0.984441222	17.75	0.97912454	17.75	0.925377604
17.75	0.99433331	17.75	0.992839179	17.75	0.99049674	17.75	0.990977718	17.75	0.972737785	17.75	0.931305119
17.75	0.994189444	17.75	0.989528269	17.75	0.9901175	17.75	0.977922163	17.75	0.987895679	17.75	0.983436221
18	0.992174469	18	0.994023243	18	0.988385077	18	0.989447361	18	0.967187974	18	0.927957463
18	0.988411132	18	0.989664644	18	0.989059461	18	0.987819104	18	0.965533033	18	0.940148121
18	0.990516913	18	0.987524337	18	0.984439357	18	0.975343865	18	0.979375843	18	0.960153835
18	0.99215106	18	0.990418909	18	0.988846175	18	0.996069899	18	0.974495804	18	0.972206914
18	0.9932206	18	0.989345511	18	0.989912303	18	0.982183359	18	0.978420413	18	0.919100896
18	0.992109672	18	0.984390004	18	0.986751292	18	0.986448723	18	0.978138225	18	0.950371025
18	0.986179283	18	0.992989331	18	0.99093509	18	0.982622116	18	0.973892491	18	0.985813821
18.25	0.992891323	18.25	0.98910016	18.25	0.993526163	18.25	0.98812951	18.25	0.976175865	18.25	0.909090362
18.25	0.994488582	18.25	0.985640609	18.25	0.997749144	18.25	0.993102769	18.25	0.975839752	18.25	0.945607692
18.25	0.987437134	18.25	0.988871973	18.25	0.993385434	18.25	0.993170796	18.25	0.985789244	18.25	0.950557958
18.25	0.993825021	18.25	0.990758448	18.25	0.986749347	18.25	0.986559492	18.25	0.977234731	18.25	0.957522765
18.25	0.99526965	18.25	0.996756349	18.25	0.990822021	18.25	0.985997879	18.25	0.985367629	18.25	0.95264209
18.25	0.989651561	18.25	0.993006043	18.25	0.989096277	18.25	0.987625782	18.25	0.981090762	18.25	0.95601654
18.25	0.992335746	18.25	0.998016472	18.25	0.989629583	18.25	0.980657066	18.25	0.969139511	18.25	0.996926678
18.5	0.986362164	18.5	0.988119104	18.5	0.985888653	18.5	0.986747328	18.5	0.970661511	18.5	0.935471204
18.5	0.990487993	18.5	0.987952034	18.5	0.988778117	18.5	0.983837159	18.5	0.98354387	18.5	0.974471053
18.5	0.987774573	18.5	0.98715633	18.5	0.991668906	18.5	0.980722956	18.5	0.984230651	18.5	0.976076102
18.5	0.986981701	18.5	0.986702438	18.5	0.988483929	18.5	0.975711377	18.5	0.973141715	18.5	0.927923232
18.5	0.990204827	18.5	0.991629935	18.5	0.989242093	18.5	0.982093761	18.5	0.977288947	18.5	1.006846955
18.5	0.985009148	18.5	0.992241662	18.5	0.988043634	18.5	0.985974759	18.5	0.983352207	18.5	0.980887836
18.5	0.988221312	18.5	0.993195082	18.5	0.988639547	18.5	0.984570998	18.5	0.970632498	18.5	1.007550173
18.75	0.994714855	18.75	0.997540801	18.75	0.996424335	18.75	0.99392603	18.75	0.997500677	18.75	0.946523654
18.75	0.998316897	18.75	0.991672054	18.75	0.991477121	18.75	0.998464399	18.75	0.977038248	18.75	0.957672435
18.75	0.991038261	18.75	0.99339763	18.75	0.998288386	18.75	0.986543707	18.75	0.972395493	18.75	0.960584767
18.75	0.996129287	18.75	0.991389329	18.75	0.990227961	18.75	0.984719327	18.75	0.992007821	18.75	0.990396919
18.75	0.993966979	18.75	0.997990626	18.75	0.996018209	18.75	0.990208758	18.75	0.986283697	18.75	0.939248187
18.75	0.993184083	18.75	0.990353139	18.75	0.99061812	18.75	0.995622314	18.75	0.99004759	18.75	0.982244588
18.75	0.996538271	18.75	0.999984244	18.75	0.998603807	18.75	0.979440724	18.75	0.976617732	18.75	0.970326926
19	0.996162427	19	0.995523405	19	0.988989847	19	0.987717803	19	0.981471881	19	0.966795487
19	0.991807166	19	0.994086659	19	0.989390892	19	0.993467942	19	0.984183537	19	0.993985365
19	0.992681015	19	0.993049502	19	0.993943835	19	1.002508665	19	1.000666088	19	1.051336871
19	0.997233225	19	0.994953521	19	0.991928943	19	0.985363124	19	0.990686009	19	0.972473074
19	0.993965427	19	0.993580529	19	0.994697319	19	0.99243943	19	0.992886424	19	1.051075787
19	0.98970478	19	0.987178626	19	0.993646507	19	0.990852581	19	0.989931267	19	1.029101145
19	0.995620155	19	0.995464847	19	0.99229436	19	0.993341589	19	0.992299907	19	1.030424565
19.25	0.994709147	19.25	0.993991384	19.25	1.000447186	19.25	1.000871187	19.25	0.975329585	19.25	0.981239722
19.25	0.992316811	19.25	0.993387428	19.25	1.00050823	19.25	1.011252149	19.25	0.981257588	19.25	0.956625653
19.25	0.992218012	19.25	0.995581013	19.25	0.999629569	19.25	0.997427942	19.25	0.998563391	19.25	0.925654478
19.25	0.996869727	19.25	0.991580216	19.25	0.996849193	19.25	1.004704412	19.25	0.998621231	19.25	0.972355876
19.25	0.992878445	19.25	0.995724609	19.25	0.995981204	19.25	0.996256606	19.25	1.004321019	19.25	1.013127466
19.25	0.992598672	19.25	0.991796579	19.25	0.995228963	19.25	1.001690088	19.25	1.003094519	19.25	0.96799779
19.25	0.994768867	19.25	0.9956014	19.25	1.003027469	19.25	0.996901066	19.25	0.992670248	19.25	1.015647099
19.5	0.992078236	19.5	0.995139229	19.5	0.996929205	19.5	0.9873664	19.5	0.971249757	19.5	0.951536826
19.5	0.989260539	19.5	0.991026256	19.5	0.99293433	19.5	0.994627519	19.5	0.981948926	19.5	0.963699101
19.5	0.993002864	19.5	0.995163261	19.5	0.997105637	19.5	0.996036744	19.5	0.990209408	19.5	0.962555133
19.5	0.995067388	19.5	0.997161595	19.5	0.992135791	19.5	0.99529246	19.5	0.979572203	19.5	0.980453964
19.5	0.992498273	19.5	0.993969405	19.5	0.99385236	19.5	0.988496161	19.5	0.982163584	19.5	0.940436327
19.5	0.991809639	19.5	0.993361406	19.5	0.989356377	19.5	0.994045001	19.5	0.977087902	19.5	0.973516299
19.5	0.993352584	19.5	0.991701746	19.5	0.989469311	19.5	0.986359442	19.5	0.979073936	19.5	1.000201426
19.75	0.998631861	19.75	0.991020106	19.75	0.992583022	19.75	0.997480198	19.75	0.973913103	19.75	0.968354726
19.75	0.992191593	19.75	0.995346013	19.75	0.992821367	19.75	0.996407908	19.75	0.984269646	19.75	0.96440062
19.75	0.991775474	19.75	0.995307867	19.75	0.995377454	19.75	0.992152264	19.75	0.991726993	19.75	0.980849289
19.75	0.993743908	19.75	0.996642783	19.75	0.991698996	19.75	0.993024834	19.75	0.980785561	19.75	0.956903035
19.75	0.996959477	19.75	0.993513941	19.75	0.993474082	19.75	0.9913759	19.75	0.981096815	19.75	0.985268762
19.75	0.992819261	19.75	0.991335663	19.75	0.991973704	19.75	0.991685841	19.75	0.984784	19.75	0.974947324
19.75	1.000103658	19.75	0.993859467	19.75	0.994497595	19.75	0.995739448	19.75	0.985696886	19.75	1.017251404
20	0.999576249	20	1.002374867	20	0.991263913	20	0.988387663	20	0.992729751	20	0.986237849
20	0.995519037	20	1.002766708	20	0.994103399	20	0.996629431	20	0.992932797	20	0.995883156
20	0.994937075	20	0.996827131	20	0.994322107	20	0.996296681	20	1.00040893	20	1.007430647
20	0.995924536	20	0.999609464	20	0.995716254	20	0.994437539	20	0.989524504	20	0.982286091
20	1.001062232	20	0.999600115	20	0.997649535	20	0.998538031	20	0.991438327	20	1.013391493
20	0.998071767	20	0.990674197	20	0.998864839	20	0.999904514	20	1.005060347	20	0.986290023
20	0.996859498	20	1.002741575	20	0.994925663	20	0.986832049	20	0.992520783	20	0.998773421
20.25	0.996850737	20.25	1.000262833	20.25	0.998324582	20.25	0.983098784	20.25	0.997774951	20.25	1.001828033
20.25	0.999329008	20.25	0.999540479	20.25	0.999543776	20.25	1.006983582	20.25	0.976389795	20.25	0.963915687
20.25	0.999807784	20.25	0.995290015	20.25	0.997826155	20.25	1.003996677	20.25	0.984709009	20.25	0.922590047
20.25	1.001141823	20.25	1.001987801	20.25	1.000287907	20.25	0.998086593	20.25	1.005292723	20.25	0.98869565
20.25	0.997464562	20.25	1.00185524	20.25	1.003421363	20.25	0.996233716	20.25	0.999089636	20.25	1.007709748
20.25	0.994621773	20.25	0.995440804	20.25	0.997177756	20.25	0.996143969	20.25	0.995916741	20.25	0.996197799
20.25	0.999818123	20.25	0.995721322	20.25	0.996392457	20.25	0.994756923	20.25	0.99486738	20.25	1.013890681
20.5	1.000327355	20.5	0.99825387	20.5	0.998028105	20.5	0.993890477	20.5	0.991982715	20.5	1.01511324
20.5	0.999856996	20.5	0.998003828	20.5	0.997734224	20.5	0.999333296	20.5	0.991780458	20.5	0.975925728
20.5	0.997710457	20.5	0.99604909	20.5	1.002307141	20.5	0.993672105	20.5	0.991779649	20.5	1.00239543
20.5	0.99577784	20.5	0.999533599	20.5	0.998740223	20.5	1.000586194	20.5	0.991261576	20.5	1.006855512
20.5	1.008593444	20.5	0.999341752	20.5	0.991969192	20.5	0.995717364	20.5	0.99629526	20.5	0.981363943
20.5	0.998988063	20.5	0.99933132	20.5	0.99485929	20.5	0.99491776	20.5	1.002422244	20.5	0.978298182
20.5	0.999677634	20.5	0.999698882	20.5	0.996041482	20.5	0.996146139	20.5	0.997605907	20.5	1.022859138
20.75	1.003071624	20.75	0.995309766	20.75	1.005047954	20.75	0.996073216	20.75	0.999543298	20.75	0.982960931
20.75	1.006787044	20.75	0.99765191	20.75	1.000229018	20.75	0.994817592	20.75	0.9920008	20.75	0.951088522
20.75	0.992458137	20.75	0.993991232	20.75	0.997211596	20.75	0.998252846	20.75	0.999177044	20.75	0.999531101
20.75	0.99909544	20.75	0.997246281	20.75	0.996820843	20.75	0.992971401	20.75	0.990715392	20.75	1.000584119
20.75	0.992697397	20.75	0.997109711	20.75	0.997162296	20.75	0.996333903	20.75	0.998626987	20.75	0.988146273
20.75	0.999295595	20.75	0.996907994	20.75	0.998111058	20.75	0.9988767	20.75	1.003812981	20.75	0.969430147
20.75	0.996084149	20.75	0.993118927	20.75	0.998298478	20.75	0.99905889	20.75	0.998705303	20.75	0.981558714
21	1.000216443	21	0.995202946	21	0.988662219	21	0.986467304	21	0.979900218	21	0.965508481
21	1.005134488	21	0.992446828	21	0.991883554	21	0.995514979	21	0.994305342	21	1.041689674
21	0.991633643	21	0.993168877	21	0.989799798	21	0.995599093	21	1.000558303	21	1.004277137
21	0.994479607	21	0.990611577	21	0.988509129	21	1.009337407	21	0.991805868	21	1.003046913
21	0.995328616	21	0.999267593	21	0.997015302	21	0.997443674	21	0.999020499	21	1.001216859
21	0.991337607	21	0.998050608	21	0.997320556	21	0.996740434	21	1.002405137	21	0.985015897
21	0.992436747	21	0.998092627	21	0.993179914	21	0.994847713	21	0.998555838	21	0.992706385
21.25	0.999192948	21.25	0.998255744	21.25	0.9952062	21.25	0.99494066	21.25	0.995726918	21.25	0.975892539
21.25	0.995999969	21.25	0.996419273	21.25	0.999047161	21.25	1.004767678	21.25	0.990870469	21.25	0.99455689
21.25	0.996079522	21.25	0.993126088	21.25	0.996338498	21.25	0.999996817	21.25	0.992917448	21.25	1.011706172
21.25	0.996461714	21.25	0.997911682	21.25	0.99424312	21.25	0.999664808	21.25	0.987239519	21.25	1.019115881
21.25	0.995631978	21.25	0.996864666	21.25	0.995939059	21.25	0.990715625	21.25	0.996608915	21.25	1.010629674
21.25	0.991139385	21.25	0.998603003	21.25	0.998193678	21.25	1.000522517	21.25	0.995764495	21.25	0.997819378
21.25	0.996345383	21.25	0.997858035	21.25	0.998844215	21.25	0.997601271	21.25	0.99869866	21.25	1.003934568
21.5	0.997225882	21.5	1.000331235	21.5	0.997771372	21.5	0.99932873	21.5	0.992854257	21.5	0.955469729
21.5	0.99018412	21.5	0.999774477	21.5	1.001260612	21.5	1.01129882	21.5	1.001623242	21.5	0.984427567
21.5	0.996694491	21.5	0.994670526	21.5	1.002945011	21.5	0.992024948	21.5	1.001513836	21.5	1.002406103
21.5	0.998762635	21.5	0.993149925	21.5	1.002838331	21.5	0.99581245	21.5	1.001447215	21.5	0.976284799
21.5	0.999656371	21.5	1.000649764	21.5	0.998434873	21.5	1.000124335	21.5	1.002022036	21.5	1.012599903
21.5	0.995700812	21.5	0.99592547	21.5	0.992715245	21.5	1.001180642	21.5	0.998195292	21.5	1.003175577
21.5	0.997018972	21.5	0.999183305	21.5	0.999942789	21.5	1.01032808	21.5	0.995488489	21.5	1.035643368
21.75	1.00579469	21.75	1.004995701	21.75	1.010600455	21.75	1.013425527	21.75	1.023692051	21.75	0.999158955
21.75	1.005210257	21.75	1.003735866	21.75	1.004115611	21.75	1.019617172	21.75	1.009245372	21.75	0.975569895
21.75	1.004622156	21.75	1.006233686	21.75	1.010988322	21.75	1.013370354	21.75	1.011258662	21.75	0.996972889
21.75	1.007812505	21.75	1.00814752	21.75	1.006161546	21.75	0.996874585	21.75	1.007883888	21.75	0.984018137
21.75	1.006837745	21.75	1.006234089	21.75	1.006625422	21.75	0.999765972	21.75	0.99832701	21.75	1.028587755
21.75	1.018385313	21.75	1.00939758	21.75	1.010332726	21.75	1.007077454	21.75	1.015722869	21.75	1.003979007
21.75	1.012001192	21.75	1.006204433	21.75	1.011403259	21.75	1.006417879	21.75	1.008003672	21.75	1.023184036
22	0.996184446	22	0.997085411	22	1.006839707	22	0.997526463	22	1.004814052	22	1.057598823
22	1.00102862	22	1.004141218	22	0.999264012	22	1.006899428	22	1.0099334	22	1.011252627
22	1.005335211	22	1.002904192	22	1.007510917	22	1.003618706	22	1.01259423	22	1.017491309
22	1.005565703	22	1.005660641	22	1.008936668	22	1.005227009	22	1.001127604	22	1.012345119
22	1.003457316	22	1.008398654	22	1.000836119	22	1.004690579	22	1.013305973	22	1.048332114
22	1.006792778	22	0.999646361	22	1.003150889	22	1.004334483	22	1.005759671	22	1.020007028
22	1.004346431	22	1.006165012	22	1.004570393	22	1.006200231	22	1.007327759	22	1.0478769
22.25	1.001559626	22.25	1.007927625	22.25	1.008255493	22.25	1.004056638	22.25	1.020981789	22.25	0.984050228
22.25	1.000950459	22.25	1.005519413	22.25	1.004571728	22.25	1.006942559	22.25	1.013291889	22.25	0.991405714
22.25	1.006436355	22.25	1.008700061	22.25	1.008997361	22.25	1.003171772	22.25	1.012125611	22.25	1.004602609
22.25	1.006447764	22.25	1.009024756	22.25	1.00774598	22.25	1.007002013	22.25	1.008021105	22.25	1.014733247
22.25	1.005487746	22.25	1.006834272	22.25	1.010946841	22.25	1.010629908	22.25	1.005958103	22.25	1.026016111
22.25	1.012265103	22.25	1.009504012	22.25	1.009273963	22.25	1.010108418	22.25	1.020511799	22.25	1.026899753
22.25	1.005411871	22.25	1.007734533	22.25	1.006401349	22.25	1.007810826	22.25	1.008226209	22.25	1.027562947
