X	5uM	4uM	3.5uM	3uM	2.5uM	2uM	1.75uM	1.5uM	1.35uM	1.2uM
10.099030303	1.0	1.0	1.0	0.999999999759	0.999999911383	0.999981970221	0.999798700117	0.998122738372	0.993471462861	0.978955886046
10.2151111111	1.0	1.0	1.0	0.99999999982	0.999999928958	0.999984614113	0.999823244353	0.998307203717	0.994024193888	0.980461334492
10.3311919192	1.0	1.0	1.0	0.999999999865	0.999999943047	0.999986870304	0.999844795943	0.998473543467	0.994530140464	0.981859296629
10.4472727273	1.0	1.0	1.0	0.999999999899	0.999999954342	0.999988795647	0.999863719777	0.998623538521	0.994993260011	0.98315740868
10.5633535354	1.0	1.0	1.0	0.999999999924	0.999999963397	0.999990438656	0.999880336252	0.998758794825	0.995417175735	0.984362771281
10.6794343434	1.0	1.0	1.0	0.999999999943	0.999999970656	0.999991840735	0.999894926702	0.99888076056	0.995805204738	0.985481985784
10.7955151515	1.0	1.0	1.0	0.999999999958	0.999999976476	0.999993037212	0.999907738158	0.99899074163	0.996160383789	0.986521188336
10.9115959596	1.0	1.0	1.0	0.999999999968	0.999999981141	0.999994058237	0.999918987529	0.999089915637	0.996485492944	0.987486081815
11.0276767677	1.0	1.0	1.0	0.999999999976	0.999999984881	0.999994929539	0.999928865278	0.999179344483	0.996783077193	0.988381965734
11.1437575758	1.0	1.0	1.0	0.999999999982	0.99999998788	0.999995673073	0.999937538646	0.999259985736	0.99705546629	0.989213764206
11.2598383838	1.0	1.0	1.0	0.999999999987	0.999999990283	0.999996307575	0.999945154481	0.999332702878	0.997304792924	0.989986052072
11.3759191919	1.0	1.0	1.0	0.99999999999	0.99999999221	0.999996849033	0.999951841727	0.999398274547	0.997533009359	0.990703079296
11.492	1.0	1.0	1.0	0.999999999993	0.999999993755	0.999997311092	0.999957713606	0.999457402876	0.997741902678	0.991368793725
