5uM X	5uM Y	4uM X	4uM Y	3.5uM X	3.5uM Y	3uM X	3uM Y	2.5uM X	2.5uM Y	2uM X	2uM Y	1.75uM X	1.75uM Y	1.5uM X	1.5uM Y	1.35uM X	1.35uM Y	1.2uM X	1.2uM Y
0.66694	0.194554637101	0.66694	0.0678934534355	0.66694	0.0463649042554	0.66694	0.0481166084089	0.66694	0.0300556125031	0.66694	0.0244951274427	0.66694	0.0175471471385	0.66694	0.0195154550939	0.66694	0.016135567089	0.76222	0.0164441007665
0.66694	0.17837285028	0.66694	0.0541176971085	0.66694	0.0372818037984	0.66694	0.0473256273327	0.66694	0.0289200965649	0.66694	0.0244455632992	0.66694	0.0166079489982	0.66694	0.0173885229947	0.66694	0.0139053733767	0.76222	0.0170079362898
0.76222	0.262451259577	0.76222	0.120755604765	0.76222	0.0853386769101	0.76222	0.0530405618165	0.76222	0.0400097395462	0.76222	0.0337254612237	0.76222	0.0279196180954	0.76222	0.0223715825273	0.76222	0.0218826958762	0.76222	0.00851373034148
0.76222	0.240815003377	0.76222	0.107195774278	0.76222	0.0815577065101	0.76222	0.0534263369377	0.76222	0.0363706014413	0.76222	0.0306455018309	0.76222	0.0235514254026	0.76222	0.0169068135205	0.76222	0.0281842177397	0.8575	0.0196004241995
0.76222	0.189949152332	0.76222	0.0907113125304	0.76222	0.053076693391	0.76222	0.0531665616362	0.76222	0.0351292823091	0.76222	0.0265421564347	0.76222	0.0220208580556	0.76222	0.0166698372128	0.76222	0.0201615316858	0.8575	0.0169935195855
0.76222	0.175533335637	0.76222	0.0761490652384	0.76222	0.032349470097	0.76222	0.0508458753347	0.76222	0.030999023336	0.76222	0.0245693024428	0.76222	0.0165730469099	0.76222	0.0143957298247	0.76222	0.014046172305	0.8575	0.0149176191774
0.8575	0.237701766977	0.8575	0.148949552172	0.8575	0.104263010817	0.8575	0.0591539721431	0.8575	0.0432851691473	0.8575	0.0370376870987	0.8575	0.0291219060833	0.8575	0.0246601982843	0.8575	0.0318984279242	0.8575	0.0149905212287
0.8575	0.210187095928	0.8575	0.12610817348	0.8575	0.105311620342	0.8575	0.0597813776675	0.8575	0.0404108786465	0.8575	0.0355407433971	0.8575	0.0260622301946	0.8575	0.0239379958904	0.8575	0.026731309664	0.95278	0.0251704588769
0.8575	0.152758649667	0.8575	0.106893471718	0.8575	0.0557625230886	0.8575	0.0598991669746	0.8575	0.0364254763385	0.8575	0.0294480460194	0.8575	0.0191127963146	0.8575	0.0224738036325	0.8575	0.0208698926436	0.95278	0.0196607497051
0.8575	0.134193306224	0.8575	0.099393900987	0.8575	0.0394007277536	0.8575	0.043628497651	0.8575	0.0310642221067	0.8575	0.0236974097124	0.8575	0.0159781488894	0.8575	0.0174469262001	0.8575	0.01792173123	0.95278	0.0202109244238
0.95278	0.209731127028	0.95278	0.160938360928	0.95278	0.122278060376	0.95278	0.0701005590025	0.95278	0.042269513702	0.95278	0.043883839051	0.95278	0.0258004997708	0.95278	0.0240472433225	0.95278	0.0319298799912	0.95278	0.0189192849979
0.95278	0.169986244716	0.95278	0.134356448639	0.95278	0.126395015976	0.95278	0.0650210690622	0.95278	0.0364183199039	0.95278	0.0378923293392	0.95278	0.0240672886561	0.95278	0.0214328008936	0.95278	0.0249096276705	1.0481	0.0294695877533
0.95278	0.116252347364	0.95278	0.109860743807	0.95278	0.0700279521812	0.95278	0.0622092531094	0.95278	0.0368645763254	0.95278	0.0358174375223	0.95278	0.023396646492	0.95278	0.0197690252101	0.95278	0.0297375837045	1.0481	0.0244210173862
0.95278	0.125374902831	0.95278	0.0890827863748	0.95278	0.0373194733422	0.95278	0.0341938158773	0.95278	0.0317649203792	0.95278	0.0313245808484	0.95278	0.023224992863	0.95278	0.0159541571486	0.95278	0.0203069240421	1.0481	0.0215476546444
1.0481	0.189480748702	1.0481	0.151843711439	1.0481	0.140534052854	1.0481	0.0720760438166	1.0481	0.0422478405101	1.0481	0.0425183815032	1.0481	0.0316155756264	1.0481	0.0269367966079	1.0481	0.0312253676777	1.0481	0.0174372377414
1.0481	0.153081807556	1.0481	0.118258505918	1.0481	0.144097324254	1.0481	0.0661126689696	1.0481	0.0353108093001	1.0481	0.0385566540532	1.0481	0.0307611061685	1.0481	0.0248272744084	1.0481	0.0353920920635	1.1433	0.0302240017051
1.0481	0.0845044923304	1.0481	0.0861180670472	1.0481	0.0808952681261	1.0481	0.0641374892456	1.0481	0.0344236785913	1.0481	0.0359616858433	1.0481	0.0294681707863	1.0481	0.0210957099772	1.0481	0.0254680879959	1.1433	0.0290389622143
1.0481	0.129258424999	1.0481	0.0410496039582	1.0481	0.0445562254731	1.0481	0.0273196701096	1.0481	0.0319607751961	1.0481	0.0363300925122	1.0481	0.0197098462746	1.0481	0.018035800565	1.0481	0.0282261543967	1.1433	0.0216756125343
1.1433	0.165407600222	1.1433	0.133858222331	1.1433	0.139721993275	1.1433	0.0868118268246	1.1433	0.0360007452188	1.1433	0.0485059798793	1.1433	0.0331788919518	1.1433	0.0304442896932	1.1433	0.0334339763759	1.1433	0.0196002236037
1.1433	0.126080963784	1.1433	0.089319283137	1.1433	0.156441552578	1.1433	0.0715881217826	1.1433	0.0342249448151	1.1433	0.0462440361154	1.1433	0.0306843900108	1.1433	0.0242756957004	1.1433	0.0301409716701	1.2386	0.0316129823034
1.1433	0.0797102802938	1.1433	0.045685285444	1.1433	0.0691366891309	1.1433	0.0677216487686	1.1433	0.0293295132842	1.1433	0.0399628771024	1.1433	0.0297718360067	1.1433	0.0196769904189	1.1433	0.0258192398144	1.2386	0.0292511090893
1.1433	0.12047353306	1.1433	0.015521865258	1.1433	0.0472106956239	1.1433	0.0158687642656	1.1433	0.0191318511897	1.1433	0.0387846155291	1.1433	0.0182135777616	1.1433	0.0188236616422	1.1433	0.0227937026093	1.2386	0.0234051483284
1.2386	0.158864387516	1.2386	0.101824083356	1.2386	0.160181195045	1.2386	0.0753451255259	1.2386	0.0245555324716	1.2386	0.0518281719013	1.2386	0.0333464731981	1.2386	0.0305409342626	1.2386	0.0351926935555	1.2386	0.0205779147403
1.2386	0.120188707919	1.2386	0.0887245970011	1.2386	0.122516595563	1.2386	0.0651722777379	1.2386	0.0249225470726	1.2386	0.0402616311626	1.2386	0.0256377041368	1.2386	0.021742264454	1.2386	0.0330402189505	1.3339	0.035588720071
1.2386	0.0688733711581	1.2386	0.0313681800331	1.2386	0.0591781509805	1.2386	0.0683678188779	1.2386	0.0231906135016	1.2386	0.0426112986528	1.2386	0.0249838015081	1.2386	0.0174549117634	1.2386	0.029436156739	1.3339	0.0283221199826
1.2386	0.116145426661	1.2386	-0.00224891670186	1.2386	0.0292708212205	1.2386	0.0136943033839	1.2386	0.0130513285896	1.2386	0.03878938224	1.2386	0.0232772418319	1.2386	0.0136656256616	1.2386	0.0260157608548	1.3339	0.021027129759
1.3339	0.133373308593	1.3339	0.0916576846116	1.3339	0.138329586096	1.3339	0.0636440457759	1.3339	0.021770752965	1.3339	0.0518705427271	1.3339	0.0320335681733	1.3339	0.0307145768808	1.3339	0.0405852847303	1.3339	0.0177721280585
1.3339	0.111805709571	1.3339	0.0683828348066	1.3339	0.105337436199	1.3339	0.0723707617539	1.3339	0.013597679227	1.3339	0.0474412675137	1.3339	0.0260394162235	1.3339	0.0276984502224	1.3339	0.0351876376948	1.4292	0.0324977064073
1.3339	0.0525333791347	1.3339	0.0285714762266	1.3339	0.0303122095571	1.3339	0.0614215680689	1.3339	0.018215999573	1.3339	0.0462537476123	1.3339	0.0216404791518	1.3339	0.02154339357	1.3339	0.0289765185953	1.4292	0.0266971287258
1.3339	0.110916324185	1.3339	0.00775312101057	1.3339	0.0173390461681	1.3339	0.000243089079924	1.3339	0.00362077944	1.3339	0.0348955626042	1.3339	0.0186848725303	1.3339	0.0163554675354	1.3339	0.0286962851092	1.4292	0.0274808851988
1.4292	0.126472939305	1.4292	0.0673057885996	1.4292	0.130362558529	1.4292	0.0683626167297	1.4292	0.0115200973404	1.4292	0.0481872368567	1.4292	0.0290699308637	1.4292	0.0251989586699	1.4292	0.0408631902292	1.4292	0.0257088973189
1.4292	0.111776400735	1.4292	0.0648817876586	1.4292	0.0856890971116	1.4292	0.0478355867907	1.4292	0.0121593904464	1.4292	0.0503997862997	1.4292	0.0227314599071	1.4292	0.0215433690762	1.4292	0.0418152074016	1.5244	0.0354588771808
1.4292	0.05893817678	1.4292	0.0322395613356	1.4292	0.0207284682356	1.4292	0.0348690584497	1.4292	-0.00368446554259	1.4292	0.0475353255776	1.4292	0.0236825989503	1.4292	0.0180629947796	1.4292	0.0362546582702	1.5244	0.0334794363351
1.4292	0.101010293144	1.4292	0.0138781969166	1.4292	0.0145451898116	1.4292	-0.0134210870953	1.4292	-0.00674567900559	1.4292	0.039340622029	1.4292	0.0184823137574	1.4292	0.011234506223	1.4292	0.0275674388946	1.5244	0.031676777463
1.5244	0.11528051623	1.5244	0.0532837383735	1.5244	0.0800905474431	1.5244	0.0516818256823	1.5244	-0.000157191522037	1.5244	0.0516168360845	1.5244	0.0224966306219	1.5244	0.0215837781503	1.5244	0.0381629504295	1.5244	0.0240016884577
1.5244	0.0983058431943	1.5244	0.0680114574405	1.5244	0.11380335147	1.5244	0.0264554090333	1.5244	-0.00280080642604	1.5244	0.0470868981686	1.5244	0.0218254466793	1.5244	0.0180723503794	1.5244	0.0381035827179	1.6197	0.038827174646
1.5244	0.0476986511553	1.5244	0.0287812036105	1.5244	0.00744763036612	1.5244	0.0214799309383	1.5244	-0.017423310396	1.5244	0.0395452931559	1.5244	0.0149964544815	1.5244	0.00996027460421	1.5244	0.028842067466	1.6197	0.0371315356509
