35uM X	35uM Y	28uM X	28uM Y	22.4uM X	22.4uM Y	17.5uM X	17.5uM Y	14uM X	14uM Y	11.2uM X	11.2uM Y	9.1uM X	9.1uM Y	7uM X	7uM Y	5.6uM X	5.6uM Y	4.5uM X	4.5uM Y	3.5uM X	3.5uM Y
0.76667	0.00888574436361	0.76667	0.00433298069538	0.76667	0.0030594367905	0.76667	0.00222072778395	0.76667	0.00302555269812	0.76667	0.00426299940358	0.76667	0.00450256428419	0.76667	0.00757699517457	2.1	-0.00380920981796	5.2667	0.0326568239322	6.8	0.027288583204
0.76667	0.0089981385605	0.76667	0.00365466441287	0.76667	0.00215619307073	0.76667	0.00230903319093	0.76667	0.00210916940701	0.76667	0.00144449995387	0.76667	0.00377119461017	0.76667	0.0036542719835	2.1	-0.00317668009157	5.2667	0.032299189724	6.8	0.0261160957768
0.76667	0.00907127540966	0.76667	0.00395336467898	0.76667	0.00215219131053	0.76667	0.00147273468643	0.76667	0.00173681581562	0.76667	0.000509880569521	0.76667	0.00300451542263	0.76667	0.00220996300101	2.1333	0.00268800097696	5.3	0.0352801704901	6.8667	0.0290044408517
0.8	0.0111065788124	0.8	0.00539001375504	0.8	0.00320320236001	0.8	0.00128939270214	0.8	0.00184337674395	0.8	0.00333594386764	0.8	0.00695631450327	0.8	0.00686507784859	2.1333	-0.003735917269	5.3	0.0317350174386	6.8667	0.0278207498454
0.8	0.0107111252843	0.8	0.00442300402036	0.8	0.00260961617191	0.8	0.00178175757043	0.8	0.00160950439493	0.8	0.00318163754273	0.8	0.00515196812672	0.8	0.00932158858441	2.1333	-0.00994790296722	5.3	0.0315104564242	6.8667	0.0278319534245
0.8	0.0112351851343	0.8	0.00463868276968	0.8	0.00159867520717	0.8	0.00168775312571	0.8	0.00184635342073	0.8	0.00206360627305	0.8	0.0045326024942	0.8	0.00700478503567	2.1667	0.00198760634981	5.3333	0.0331526143152	6.9333	0.0308168888906
0.83333	0.0135867820742	0.83333	0.00662946210726	0.83333	0.00373243866164	0.83333	0.00210699433356	0.83333	0.00389420036276	0.83333	0.0043775766068	0.83333	0.0038339274446	0.83333	0.00368481897342	2.1667	8.05456615208e-05	5.3333	0.0322627092886	6.9333	0.0296331978843
0.83333	0.0134156969219	0.83333	0.00614484164606	0.83333	0.00233568067509	0.83333	0.00247672166898	0.83333	0.00256342305084	0.83333	0.00324171132087	0.83333	0.00315086996162	0.83333	0.00587768063579	2.1667	-0.0064481935832	5.3333	0.0307739309775	6.9333	0.0267840480054
0.83333	0.0134274423219	0.83333	0.00509296651568	0.83333	0.0021279115088	0.83333	0.00202618244129	0.83333	0.00172871102838	0.83333	0.00062445777274	0.83333	0.000452741009974	0.83333	0.00383387337544	2.2	0.00284680813429	5.3667	0.0403913899242	7.0	0.035979176372
0.86667	0.0168711061557	0.86667	0.0071421775158	0.86667	0.00403117088532	0.86667	0.0012385313863	0.86667	0.00246830008821	0.86667	0.00346222817562	0.86667	0.00601530301411	0.86667	0.00544420703275	2.2	-0.00640014608521	5.3667	0.0346287078336	7.0	0.0315528931449
0.86667	0.0164758626367	0.86667	0.00737040498753	0.86667	0.00324777438683	0.86667	0.00230407301513	0.86667	0.00209594649682	0.86667	0.00218989058103	0.86667	0.00571733424263	0.86667	0.00589465090859	2.2	-0.00978909580989	5.3667	0.0365582691426	7.0	0.031564096724
0.86667	0.0166550516882	0.86667	0.00698614129615	0.86667	0.00294807219065	0.86667	0.00221006857041	0.86667	0.00274180327646	0.86667	0.00162528768693	0.86667	0.00386950618308	0.86667	0.00210375225424	2.2333	0.000247605312142	5.4	0.0384434899602	7.0667	0.0335826191829
0.9	0.0211870739262	0.9	0.00959778679973	0.9	0.00505286561567	0.9	0.00212740479104	0.9	0.00164418799393	0.9	0.00255357780395	0.9	0.00605398013828	0.9	0.00691605001155	2.2333	-0.00913747789378	5.4	0.0352663894165	7.0667	0.0307334693039
